OrigProj,Amount,projecttitle,Forum,Sponsor,AwardYear,Color,subforum,Improvement Type,ProjNo
KIRK-22,86373,120th Ave NE Overlay (Totem Lake Blvd. to NE 128th St.),FHWA Countywide,Kirkland,2002,STP(N),King Countywide Forum,"Preservation, Maintenance & Operations",KIRK-22
KIRK-23,275000,116th AVENUE NE NON-MOTORIZED FACILITIES PHASE II,FHWA Countywide,Kirkland,2004,CMAQ,King Countywide Forum,Bicycle/Pedestrian,KIRK-23
KIRK-25,686200,Totem Green Trip- (Totem Lake GTEC Commute Trip Reduction Program),FHWA Countywide,Kirkland,2009,CMAQ,King Countywide Forum,"Studies, TDM, Other",KIRK-25
KIRK-33,1071100,Cross Kirkland Corridor,FHWA Countywide,Kirkland,2012,CMAQ,King Countywide Forum,Bicycle/Pedestrian,KIRK-33
KIRK-38,2620000,100th Ave Corridor Improvements ,FHWA Countywide,Kirkland,2014,CMAQ,King Countywide Forum,Safety & Efficiency,KIRK-38
KIRK-7,5000,Lake Street Overlay (formerly SR-908),FHWA Countywide,Kirkland,1993,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",KIRK-7
KIRK-8,40000,Lake Washington Blvd Overlay (formerly SR-908),FHWA Countywide,Kirkland,1993,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",KIRK-8
KIRK-9,13000,Market Street Overlay,FHWA Countywide,Kirkland,1993,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",KIRK-9
KNM-1,167101,Kenmore Bothell Way Improvement Project Phase I,FHWA Countywide,Kenmore,1999,STP(U),King Countywide Forum,Safety & Efficiency,KNM-1
KNM-1,192799,Kenmore Bothell Way Improvement Project Phase I,FHWA Countywide,Kenmore,2004,STP(U),King Countywide Forum,Safety & Efficiency,KNM-1
KNM-1,1000000,Kenmore Bothell Way Improvement Project Phase I,FHWA RPEC,Kenmore,1999,STP(U),RPEC,Safety & Efficiency,KNM-1
KNM-1,2000000,Kenmore Bothell Way Improvement Project Phase I,FHWA RPEC,Kenmore,2005,STP(U),RPEC,Safety & Efficiency,KNM-1
KNM-1,3618000,Kenmore Bothell Way Improvement Project Phase I,FHWA Countywide,Kenmore,2006,STP(U),King Countywide Forum,Safety & Efficiency,KNM-1
KNM-1A,100312,Kenmore Bothell Way Improvement Project Phase II,FHWA Countywide,Kenmore,2002,STP(U),King Countywide Forum,Safety & Efficiency,KNM-1A
KNM-3,1628243,SR 522 West (57th Avenue NE to 65th Avenue NE),FHWA RPEC,Kenmore,2011,STP(U),RPEC,Safety & Efficiency,KNM-3
KNM-5,636725,"Juanita Dr. NE/68 Avenue NE, NE 143rd Street to NE 175th Street - Asphalt Overlay",FHWA Countywide,Kenmore,2012,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",KNM-5
KNM-8,471159,Simonds/NE 170th St (68th Ave to NE 165th St) ,FHWA Countywide,King County Department of Transportation (Road Services),2014,STP(UL),King Countywide Forum,"Preservation, Maintenance & Operations",KNM-8
KRCC-1,266370,Kitsap Countywide Multi-Modal Transportation Plan Phase 1 Assessment,FHWA Countywide,Kitsap Transit,2014,STP(US),Kitsap Countywide Forum,"Studies, TDM, Other",KRCC-1
KT-1,1400000,Small Bus and Over-the-Road (OTR) Coach Purchase,FTA Earned Share,Kitsap Transit,2009,5307(Urban),Bremerton UZA,"Preservation, Maintenance & Operations",KT-1
KT-1,1600000,Small Bus and Over-the-Road (OTR) Coach Purchase,FTA Earned Share,Kitsap Transit,2012,5307(Urban),Bremerton UZA,"Preservation, Maintenance & Operations",KT-1
KT-1,2697000,Small Bus and Over-the-Road (OTR) Coach Purchase,FTA Earned Share,Kitsap Transit,2006,5307(Urban),Bremerton UZA,"Preservation, Maintenance & Operations",KT-1
KT-10,500000,Port Orchard Intermodal Terminal (Phase 1),FHWA Countywide,Kitsap Transit,1993,STP(U),Kitsap Countywide Forum,"Preservation, Maintenance & Operations",KT-10
KT-11,250000,Port Orchard Intermodal Terminal (Phase 2),FHWA Countywide,Kitsap Transit,1993,STP(U),Kitsap Countywide Forum,Transit Capital & Expansion,KT-11
KT-14,62427,Poulsbo SR-305 Transfer Center,FHWA Countywide,Kitsap Transit,1995,STP(U),Kitsap Countywide Forum,Transit Capital & Expansion,KT-14
KT-19,200000,Harper Church Park and Ride Expansion,FHWA Countywide,Kitsap County,1999,STP(R),Kitsap Countywide Forum,Transit Capital & Expansion,KT-19
KT-19,200000,Harper Church Park and Ride Expansion,FHWA Countywide,Kitsap Transit,2006,STP(R),Kitsap Countywide Forum,Transit Capital & Expansion,KT-19
KT-22,90000,Annapolis Ferry Terminal ,FHWA Countywide,Kitsap Transit,2012,STP(U),Kitsap Countywide Forum,"Preservation, Maintenance & Operations",KT-22
KT-22,473466,Annapolis Ferry Terminal ,FTA Earned Share,Kitsap Transit,2014,5337 HIFG,Bremerton UZA,"Preservation, Maintenance & Operations",KT-22
KT-25,250000,SR-305 Corridor Plan,FHWA Countywide,Kitsap Transit,2004,STP(U),Kitsap Countywide Forum,"Studies, TDM, Other",KT-25
KT-26,30000,"Bike Lockers, Bike Racks, Shelters, and Benches",FHWA Countywide,Kitsap Transit,2004,STP(U),Kitsap Countywide Forum,Bicycle/Pedestrian,KT-26
KT-28,200000,North Kitsap Base,FHWA Countywide,Kitsap Transit,2009,STP(U),Kitsap Countywide Forum,"Preservation, Maintenance & Operations",KT-28
KT-28,2900000,North Kitsap Base,FTA Earned Share,Kitsap Transit,2014,5307(Urban),Bremerton UZA,"Preservation, Maintenance & Operations",KT-28
KT-28,3212368,North Kitsap Base,FTA Earned Share,Kitsap Transit,2012,5307(Urban),Bremerton UZA,"Preservation, Maintenance & Operations",KT-28
KT-28,4200000,North Kitsap Base,FTA Earned Share,Kitsap Transit,2009,5307(Urban),Bremerton UZA,"Preservation, Maintenance & Operations",KT-28
KT-29,5105504,Kitsap Transit Project(s) To Be Identified in 2007,FTA Earned Share,Kitsap Transit,2006,5307(Urban),Bremerton UZA,Transit Capital & Expansion,KT-29
KT-30,1100200,Newberry Hill Park and Ride,FHWA Countywide,Kitsap Transit,2006,STP(U),Kitsap Countywide Forum,Transit Capital & Expansion,KT-30
KT-31,635000,Replacement Van Purchase,FTA Earned Share,Kitsap Transit,2014,5307(Urban),Bremerton UZA,"Preservation, Maintenance & Operations",KT-31
KT-33,200000,Opticom Traffic Signal Units for Transit and Emergency Vehicle Mobility,FHWA Countywide,Kitsap Transit,2009,STP(U),Kitsap Countywide Forum,Safety & Efficiency,KT-33
KT-34,40000,Electric Vehicle Charging Systems,FHWA Countywide,Kitsap Transit,2014,STP(US),Kitsap Countywide Forum,"Studies, TDM, Other",KT-34
KT-34,500000,Electric Vehicle Charging Systems,FTA Earned Share,Kitsap Transit,2012,5307(Urban),Bremerton UZA,"Studies, TDM, Other",KT-34
KT-38,1027167,Silverdale Park and Ride,FTA Earned Share,Kitsap Transit,2014,5307(Urban),Bremerton UZA,Transit Capital & Expansion,KT-38
KT-39,300000,East Bremerton Transfer Center,FHWA Countywide,Kitsap Transit,2012,STP(U),Kitsap Countywide Forum,Transit Capital & Expansion,KT-39
KT-4,500000,Kingston Park and Ride at George's Corner,FHWA Countywide,Kitsap Transit,1993,STP(R),Kitsap Countywide Forum,Transit Capital & Expansion,KT-4
KT-40,96630,Bus Maintenance & Facilities Rehabilitation,FHWA Countywide,Kitsap Transit,2014,STP(R),Kitsap Countywide Forum,"Preservation, Maintenance & Operations",KT-40
KT-40,154000,Bus Maintenance & Facilities Rehabilitation,FHWA Countywide,Kitsap Transit,2012,STP(U),Kitsap Countywide Forum,"Preservation, Maintenance & Operations",KT-40
KT-40,262167,Bus Maintenance & Facilities Rehabilitation,FTA Earned Share,Kitsap Transit,2014,5307(Urban),Bremerton UZA,"Preservation, Maintenance & Operations",KT-40
KT-40,798441,Bus Maintenance & Facilities Rehabilitation,FTA Earned Share,Kitsap Transit,2014,5339,Bremerton UZA,"Preservation, Maintenance & Operations",KT-40
KT-41,114443,Passenger Only Ferry System Preventive Maintenance ,FTA Earned Share,Kitsap Transit,2013,5337 HIFG,Bremerton UZA,"Preservation, Maintenance & Operations",KT-41
KT-45,4662167,Bus and Over-the Road Coach Purchase ,FTA Earned Share,Kitsap Transit,2014,5307(Urban),Bremerton UZA,"Preservation, Maintenance & Operations",KT-45
KT-5,178300,Winslow Ferry Terminal Plan,FHWA Countywide,Kitsap Transit,1994,STP(R),Kitsap Countywide Forum,"Preservation, Maintenance & Operations",KT-5
KT-5,300000,Winslow Ferry Terminal Plan,FHWA Countywide,Kitsap Transit,1993,STP(R),Kitsap Countywide Forum,"Preservation, Maintenance & Operations",KT-5
KT-6,236733,Small Passenger Only Vessels,FTA Earned Share,Kitsap Transit,2014,5337 HIFG,Bremerton UZA,Transit Capital & Expansion,KT-6
KT-6,400000,Small Passenger Only Vessels,FHWA Countywide,Kitsap Transit,2004,STP(U),Kitsap Countywide Forum,Transit Capital & Expansion,KT-6
KT-6,422000,Small Passenger Only Vessels,FHWA RPEC,Kitsap Transit,2003,STP(U),RPEC,Transit Capital & Expansion,KT-6
KT-6,450000,Small Passenger Only Vessels,FHWA Countywide,Kitsap Transit,2006,STP(U),Kitsap Countywide Forum,Transit Capital & Expansion,KT-6
KT-8,100000,Bremerton Transportation Center Phase A/B/C/D,FHWA Countywide,Kitsap Transit,2006,STP(U),Kitsap Countywide Forum,Transit Capital & Expansion,KT-8
KT-8,115000,Bremerton Transportation Center Phase A/B/C/D,FHWA Countywide,Kitsap Transit,2014,STP(US),Kitsap Countywide Forum,Transit Capital & Expansion,KT-8
KT-8,350000,Bremerton Transportation Center Phase A/B/C/D,FHWA Countywide,Kitsap Transit,2009,STP(U),Kitsap Countywide Forum,Transit Capital & Expansion,KT-8
KT-8,360821,Bremerton Transportation Center Phase A/B/C/D,FHWA Countywide,Kitsap County,2003,STP(U),Kitsap Countywide Forum,Transit Capital & Expansion,KT-8
KT-8,400000,Bremerton Transportation Center Phase A/B/C/D,FHWA Countywide,Kitsap Transit,1993,STP(U),Kitsap Countywide Forum,Transit Capital & Expansion,KT-8
KT-8,2750000,Bremerton Transportation Center Phase A/B/C/D,FHWA RPEC,Kitsap Transit,2000,STP(U),RPEC,Transit Capital & Expansion,KT-8
KT-8,5000000,Bremerton Transportation Center Phase A/B/C/D,FHWA RPEC,Kitsap Transit,1999,STP(U),RPEC,Transit Capital & Expansion,KT-8
KT-9,2000000,Winslow Intermodal Terminal (Design & Const.),FHWA Countywide,Kitsap Transit,1993,STP(U),Kitsap Countywide Forum,Transit Capital & Expansion,KT-9
KTCO-10,389219,Lund Avenue Safety/Traffic Operations (Hoover Ave to Bethel Rd.),FHWA Countywide,Kitsap County,1999,STP(U),Kitsap Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,KTCO-10
KTCO-11,120000,"Countywide Coordination for MTP Update, Planning Policies and Priority Programming",FHWA Countywide,Kitsap County,1999,STP(U),Kitsap Countywide Forum,"Studies, TDM, Other",KTCO-11
KTCO-13,95000,Southworth - Harper Segment of Mosquito Fleet Trail,FHWA Countywide,Kitsap County,2002,STP(R),Kitsap Countywide Forum,Bicycle/Pedestrian,KTCO-13
KTCO-13,200000,Southworth - Harper Segment of Mosquito Fleet Trail,FHWA Countywide,Kitsap County,2004,STP(U),Kitsap Countywide Forum,Bicycle/Pedestrian,KTCO-13
KTCO-14,321305,Bethel Road SE Corridor,FHWA Countywide,Kitsap County,2002,STP(N),Kitsap Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,KTCO-14
KTCO-15,493354,Miller Bay Road intersection signalization project,FHWA Countywide,Kitsap County,2004,STP(R),Kitsap Countywide Forum,Safety & Efficiency,KTCO-15
KTCO-17,1600000,Waaga Way Extension,FHWA Countywide,Kitsap County,2006,STP(U),Kitsap Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,KTCO-17
KTCO-17,1600000,Waaga Way Extension,FHWA RPEC,Kitsap County,2006,STP(U),RPEC,General Purpose & High Occupancy Vehicle Capacity,KTCO-17
KTCO-19,324000,"Mosquito Fleet Trail, Gunderson to Cowling Creek",FHWA Countywide,Kitsap County,2006,STP(R),Kitsap Countywide Forum,Bicycle/Pedestrian,KTCO-19
KTCO-22,731535,Lake Flora/JM Dickenson Intersection Improvement,FHWA Countywide,Kitsap County,2009,STP(R),Kitsap Countywide Forum,Safety & Efficiency,KTCO-22
KTCO-23,625000,Southworth Drive Bridge,FHWA Countywide,Kitsap County,2009,STP(U),Kitsap Countywide Forum,"Preservation, Maintenance & Operations",KTCO-23
KTCO-31,493354,Phillips-Mullenix Intersection Improvement Project,FHWA Countywide,Kitsap County,2012,STP(U),Kitsap Countywide Forum,Safety & Efficiency,KTCO-31
KTCO-32,3000000,Bucklin Hill (Road) Estuary Enhancement and Bridge Construction Project,FHWA RPEC,Kitsap County,2012,STP(U),RPEC,General Purpose & High Occupancy Vehicle Capacity,KTCO-32
KTCO-32,3800000,Bucklin Hill (Road) Estuary Enhancement and Bridge Construction Project,FHWA Countywide,Kitsap County,2012,STP(U),Kitsap Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,KTCO-32
KTCO-34,346000,SR3/SR16 Gorst Feasibility Study ,FHWA Countywide,Kitsap County,2014,STP(US),Kitsap Countywide Forum,"Studies, TDM, Other",KTCO-34
KTCO-35,720000,Chico Way NW Overlay ,FHWA Countywide,Kitsap County,2014,STP(US),Kitsap Countywide Forum,"Preservation, Maintenance & Operations",KTCO-35
KTCO-36,1360000,Seabeck Holly Bridge #20 replacement ,FHWA Countywide,Kitsap County,2014,STP(R),Kitsap Countywide Forum,"Preservation, Maintenance & Operations",KTCO-36
KTCO-37,2419000,Silverdale Way widening - Byron St to Anderson Hill Rd ,FHWA Countywide,Kitsap County,2014,STP(US),Kitsap Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,KTCO-37
KTCO-4,1360000,Bucklin Hill Road: Signalization Project,FHWA Countywide,Kitsap County,1995,STP(U),Kitsap Countywide Forum,Safety & Efficiency,KTCO-4
KTCO-5,780000,Lindvog Road,FHWA Countywide,Kitsap County,1995,STP(U),Kitsap Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,KTCO-5
KTCO-6,1135500,Silverdale Way: Newberry Hill Rd. NW to Byron St. NW,FHWA Countywide,Kitsap County,1995,STP(U),Kitsap Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,KTCO-6
KTCO-7,390000,Fairgrounds Road: Central Valley to Nels Nelson,FHWA Countywide,Kitsap County,1995,STP(U),Kitsap Countywide Forum,Safety & Efficiency,KTCO-7
KTCO-8,929219,Mile Hill Drive Safety/Traffic Operations (Colchester Drive to Long Lake Road),FHWA Countywide,Kitsap County,1999,STP(U),Kitsap Countywide Forum,Safety & Efficiency,KTCO-8
KTCO-8,1670000,Mile Hill Drive Safety/Traffic Operations (Colchester Drive to Long Lake Road),FHWA Countywide,Kitsap County,2002,STP(U),Kitsap Countywide Forum,Safety & Efficiency,KTCO-8
KTCO-9,333285,Newberry Hill Rd West Safety/Traffic Operations (Seabeck Hwy. To Dickey Rd.),FHWA Countywide,Kitsap County,2005,STP(N),Kitsap Countywide Forum,Safety & Efficiency,KTCO-9
KTCO-9,689219,Newberry Hill Rd West Safety/Traffic Operations (Seabeck Hwy. To Dickey Rd.),FHWA Countywide,Kitsap County,1999,STP(U),Kitsap Countywide Forum,Safety & Efficiency,KTCO-9
LFP-1,112760,Bothell Way Ped/Bike Improvements,FHWA Countywide,Lake Forest Park,1999,STP(U),King Countywide Forum,Bicycle/Pedestrian,LFP-1
LFP-1,112761,Bothell Way Ped/Bike Improvements,FHWA Countywide,Lake Forest Park,2005,STP(U),King Countywide Forum,Bicycle/Pedestrian,LFP-1
LFP-1,368000,Bothell Way Ped/Bike Improvements,FHWA Countywide,Lake Forest Park,1993,STP(U),King Countywide Forum,Bicycle/Pedestrian,LFP-1
LFP-3,360000,NE 178th Street Roundabout at Brookside Blvd. NE,FHWA Countywide,Lake Forest Park,2006,STP(U),King Countywide Forum,Safety & Efficiency,LFP-3
LFP-4,365000,NE 178th Street Roadway Improvements Phase 2 (Brookside Blvd. NE to 33rd Ave. NE),FHWA Countywide,Lake Forest Park,2009,STP(U),King Countywide Forum,Safety & Efficiency,LFP-4
LFP-4 ,760000,NE 178th Street Roadway Improvements Phase 2 (Brookside Blvd. NE to 33rd Ave. NE),FHWA Countywide,Lake Forest Park,2014,STP(UL),King Countywide Forum,Safety & Efficiency,LFP-4
LS-6,75000,Arterial and Collector Overlays,FHWA Countywide,Lake Stevens,1999,STP(U),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",LS-6
LS-7,1055800,20th Street SE Phase II - Segment 1,FHWA Countywide,Lake Stevens,2014,STP(US),Snohomish Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,LS-7
LW-10,761200,Gravelly Lake Drive Overlay Phase 1,FHWA Countywide,Lakewood,2006,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",LW-10
LW-11,667000,100th ST SW - Gravelly Lake Drive SW to 59th Avenue SW,FHWA Countywide,Lakewood,2006,CMAQ,Pierce Countywide Forum,Bicycle/Pedestrian,LW-11
LW-11,867000,100th ST SW - Gravelly Lake Drive SW to 59th Avenue SW,FHWA Countywide,Lakewood,2009,STP(U),Pierce Countywide Forum,Bicycle/Pedestrian,LW-11
LW-14,750000,Bridgeport Way - Steilacoom Blvd SW to 83rd Street SW,FHWA Countywide,Lakewood,2009,STP(U),Pierce Countywide Forum,Safety & Efficiency,LW-14
LW-15,1358000,Gravelly Lake Drive - 100th Street to Bridgeport Way,FHWA Countywide,Lakewood,2014,CMAQ,Pierce Countywide Forum,Bicycle/Pedestrian,LW-15
LW-18,750000,Bridgeport Way SW: 112th Street SW to 59th Avenue SW Overlay,FHWA Countywide,Lakewood,2012,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",LW-18
LW-19,370000,South Tacoma Way - State Route 512 to 96th St S Roadway Improvements,FHWA Countywide,Lakewood,2012,STP(U),Pierce Countywide Forum,Safety & Efficiency,LW-19
LW-20,478000,Bridgeport Way SW - 83rd ST SW to 75th ST W,FHWA Countywide,Lakewood,2012,STP(U),Pierce Countywide Forum,Safety & Efficiency,LW-20
LW-21,650000,Lakewood Traffic Signal Upgrade-ITS-Ph 4,FHWA Countywide,Lakewood,2012,CMAQ,Pierce Countywide Forum,Safety & Efficiency,LW-21
LW-25,2917500,Bridgeport Way - JBLM to I-5 ,FHWA Countywide,Lakewood,2014,STP(UL),Pierce Countywide Forum,Safety & Efficiency,LW-25
LW-27,200000,Bridgeport Way Overlay - Pacific Hwy to 112th ,FHWA Countywide,Lakewood,2014,STP(UL),Pierce Countywide Forum,"Preservation, Maintenance & Operations",LW-27
LW-28,420000,Lakewood Traffic Signal Upgrades - ITS - Ph. 5,FHWA Countywide,Lakewood,2014,CMAQ,Pierce Countywide Forum,Safety & Efficiency,LW-28
